,tg,lon,lat,num_year,num_95pcs,corrn,rmse
0,"aasiaat,greenland-001-glossdm-bodc.csv",-52.883,68.71,1.0,68,0.7085632855581112,0.07357929891654212
0,abashiri-japan-jma.csv,144.28,44.017,36.0,119,0.7934641789811028,0.05183143731893508
0,aberdeen-p038-uk-bodc.csv,-2.0745,57.143,35.0,74,0.8234086565710446,0.08825856399969674
0,abidjan_vridi-230a-ivory_coast-uhslc.csv,-4,5.2417,8.0,180,0.29043515205691095,0.04863464317851303
0,aburatsu-japan-jma.csv,131.42,31.567,36.0,152,0.614233808567001,0.06479986046619855
0,acajutla_c-082c-el_salvador-uhslc.csv,-89.833,13.583,34.0,271,0.20623094281513626,0.06995110294630615
0,"acapulco_c,gro.-316c-mexico-uhslc.csv",-99.912,16.84,33.0,268,0.2867404485262556,0.0632132747447672
0,"adak,alaska-040a-usa-uhslc.csv",-176.63,51.863,35.0,80,0.794493264978885,0.07630312066665783
0,"aden-172a-yemen,_p.d.r-uhslc.csv",44.975,12.788,6.0,141,0.273833481258174,0.036367651710016845
0,"aguadilla,pr-263a-usa-uhslc.csv",-67.163,18.457,5.0,67,0.3255490066118777,0.031592415109936316
0,ajaccio_aspretto-france-med-refmar.csv,8.7628,41.923,12.0,150,0.7374632681889276,0.04803680187015613
0,akabane-japan-jma.csv,137.18,34.6,7.0,170,0.6008763067779581,0.0888076821638343
0,akyab__sittwe_-907a-myanmar-uhslc.csv,92.903,20.14,2.0,86,0.5335914343652054,0.12234786384743426
0,alameda_navalairstation_-usa-noaa.csv,-122.3,37.772,36.0,156,0.7554895648384913,0.047831847774827976
0,albany-001-australia-johnhunter.csv,117.88,-35.024,27.0,67,0.8177647296541467,0.06368378455872237
0,alcudia-alcudia-spain-pde.csv,3.1392,39.835,5.0,112,0.7575471178032274,0.051205195257584456
0,algeciras-alge-spain-ieo.csv,-5.4333,36.117,34.0,159,0.5689202009439984,0.08170008716261574
0,almeria-almeria-spain-pde.csv,-2.478,36.83,10.0,152,0.6950401843226426,0.04875104128887042
0,alotau-069a-papua_new_guinea-uhslc.csv,150.45,-10.168,8.0,67,0.22407326997977403,0.03496334529797684
0,amami-japan-jma.csv,129.53,28.317,18.0,114,0.5420199761420426,0.05595918820520289
0,ambon_b-133b-indonesia-uhslc.csv,128.18,-3.6833,15.0,67,0.34839901447395205,0.05345311836057502
0,"ammassalik,greenland-001-glossdm-bodc.csv",-37,65.5,7.0,86,0.7010398838879638,0.13331841876153713
0,ammassalik-297a-denmark-uhslc.csv,-37,65.6,7.0,81,0.7299774064600142,0.11912602628778404
0,anchorage-usa-noaa.csv,-149.89,61.238,31.0,161,0.5539353861617503,0.1613291506071966
0,ancona-ancona-italy-idromare.csv,13.505999999999998,43.625,18.0,248,0.7520351842341096,0.0782079291225147
0,andenes-001-glossdm-bodc.csv,16.15,69.317,13.0,83,0.7843767809329341,0.08592902430424769
0,angra_heroismo_b-215b-portugal-uhslc.csv,-27.24,38.65,5.0,46,0.8022889777556628,0.03958918380262404
0,annapolis_navalacademy_-usa-noaa.csv,-76.482,38.983,37.0,132,0.7479830535283419,0.10089220835833228
0,antofagasta-080a-chile-uhslc.csv,-70.4,-23.65,33.0,136,0.20912834953004475,0.05148529065661446
0,apalachicola-usa-noaa.csv,-84.98200000000001,29.727,20.0,142,0.806012887893577,0.07882645812389925
0,apia_b-401b-western_samoa-uhslc.csv,-171.75,-13.817,20.0,54,0.32606499454406507,0.02904210465255197
0,arcachon_eyrac-france-refmar.csv,-1.1636,44.665,25.0,120,0.7613785208402031,0.08948223047888619
0,"arecibo,_pr-735a-usa-uhslc.csv",-66.702,18.48,4.0,61,0.41508743590529396,0.03300473451537793
0,"arena_cove,_ca-573a-usa-uhslc.csv",-123.71,38.913,18.0,136,0.7521830557343572,0.06529854540670474
0,"argentia,nf-00835-canada-meds.csv",-53.983,47.3,37.0,93,0.6602928597149205,0.0958267280184442
0,arica-083a-chile-uhslc.csv,-70.333,-18.467,16.0,239,0.21333915326981148,0.04798976147858273
0,arrecife-arre-spain-ieo.csv,-13.53,28.972,30.0,58,0.362641606966311,0.07853561435706331
0,ascension_uk_noc.csv,-14.417,-7.9167,20.0,36,0.21398802119623467,0.023514168378592284
0,"astoria,or-572a-usa-uhslc.csv",-123.77,46.208,35.0,132,0.7779741291256278,0.09019532683317032
0,atlantic_city-264a-usa-uhslc.csv,-74.418,39.355,35.0,122,0.7890228721947444,0.10069736620523864
0,auckland-070a-new_zealand-uhslc.csv,174.77,-36.85,4.0,77,0.7972726775492568,0.05185048845958884
0,avonmouth-p060-uk-bodc.csv,-2.715,51.511,26.0,69,0.5711256515912323,0.20894813203022947
0,awayuki-japan-jma.csv,134.6,33.767,9.0,153,0.5791550951662512,0.06850177030501851
0,ayukawa-japan-jma.csv,141.5,38.3,36.0,165,0.7571043818082807,0.04628414740049888
0,bahia_los_angeles-310a-mexico-uhslc.csv,-113.55,28.958,13.0,117,0.34407564912698396,0.05263587419077591
0,bakar-bakar_I-croatia-university_zagreb.csv,14.533,45.3,37.0,260,0.7803040787925,0.07950673615062598
0,balboa-302a-panama-uhslc.csv,-79.57300000000002,8.9617,34.0,192,0.216214863305798,0.0734990370578724
0,baltimore-usa-noaa.csv,-76.578,39.267,37.0,129,0.7426818694786478,0.10986623042154138
0,baltra_b-003b-ecuador-uhslc.csv,-90.285,-0.435,27.0,54,0.21488347787449205,0.038900434072423024
0,"bamfield,bc-08545-canada-meds.csv",-125.14,48.83600000000001,37.0,209,0.6696858271438744,0.09303001424396917
0,bangor-p662-uk-bodc.csv,-5.6695,54.665,19.0,78,0.804363379654476,0.10725229003808585
0,"barbers_point,hi-547a-usa-uhslc.csv",-158.12,21.32,2.0,47,0.3900207278797715,0.026144246699754556
0,barcelona-barcelona-spain-pde.csv,2.1630000000000003,41.342,23.0,148,0.7357706145056107,0.05387082483191867
0,"barharbor,frenchmanbay,me-usa-noaa.csv",-68.205,44.392,37.0,94,0.7170716556931163,0.08254537137568171
0,bari-bari-italy-idromare.csv,16.912,41.137,30.0,177,0.5127302699890876,0.08807068524566354
0,barmouth-p923-uk-bodc.csv,-4.0452,52.719,24.0,75,0.7558635606661144,0.14784764272778136
0,barseback-001-sweden-smhi.csv,12.903,55.756,23.0,83,0.7401653104403179,0.10239477725149275
0,base_prat_b-730b-chile-uhslc.csv,-59.633,-62.483,29.0,89,0.7966788748507713,0.07134540600269791
0,bayonne_boucau-france-refmar.csv,-1.5148,43.527,36.0,117,0.7660024314598672,0.07899139573102405
0,beihai-636a-china-uhslc.csv,109.08,21.483,20.0,106,0.5813282247564961,0.0956567396393175
0,"bellabella,bc-08976-canada-meds.csv",-128.14,52.163,37.0,167,0.6357116138828782,0.10312394795659463
0,benoa_b-163b-indonesia-uhslc.csv,115.21,-8.745,22.0,96,0.23354238413410278,0.08565390969386716
0,"bermuda,st.georgesisland-001-glossdm-bodc.csv",-64.7,32.4,18.0,64,0.5447819478640542,0.06981685862490952
0,bilbao-bilbao-spain-pde.csv,-3.05,43.357,23.0,114,0.796236326146356,0.055401160925392504
0,bintulu-387a-malaysia-uhslc.csv,113.07,3.2167,20.0,343,0.38906267344366574,0.05053977159805312
0,bitung-033a-indonesia-uhslc.csv,125.19,1.44,25.0,97,0.2069701326258039,0.04098297367472334
0,bluff-072a-new_zealand-uhslc.csv,168.35,-46.6,30.0,90,0.8497581048008616,0.07091891898707423
0,bonanza-bonanza-spain-pde.csv,-6.34,36.8,23.0,142,0.7668535873823076,0.059825476456226025
0,booby_island-336a-australia-uhslc.csv,141.92,-10.6,26.0,68,0.5868966231395965,0.09054346519106427
0,"boston,ma-741a-usa-uhslc.csv",-71.05199999999998,42.355,35.0,105,0.7681682868381512,0.08581369272776189
0,boulogne-sur-mer-france-refmar.csv,1.5777,50.727,36.0,76,0.7243652719585156,0.1483994452950236
0,bournemouth-p988-uk-bodc.csv,-1.8749,50.714,17.0,82,0.7499152349681946,0.08640033022096512
0,brest-france-refmar.csv,-4.5,48.383,36.0,72,0.794570592848848,0.08446717560380519
0,bridgeport-usa-noaa.csv,-73.182,41.173,37.0,112,0.7681215717261536,0.10852453936911977
0,bridgetown_d-249d-barbados-uhslc.csv,-59.617,13.1,2.0,52,0.1022528705234906,0.07720014025581168
0,brisbane-002-australia-johnhunter.csv,153.03,-27.468000000000004,26.0,129,0.5236977003178622,0.06732559794361788
0,brisbane-331a-australia-uhslc.csv,153.17,-27.367,30.0,137,0.5266808694459139,0.0654376418455792
0,broome-004-australia-johnhunter.csv,122.24,-17.955,28.0,110,0.4094908825826832,0.07476099978764236
0,buenaventura-085a-colombia-uhslc.csv,-77.1,3.9,35.0,504,0.14362238640163,0.11344197846304417
0,bunbury-006-australia-johnhunter.csv,115.64,-33.327,27.0,69,0.8256008022418184,0.07785928560781648
0,bundaberg-003-australia-johnhunter.csv,152.35,-24.833,25.0,101,0.4529838496477927,0.06705569775143858
0,bundaberg-332a-australia-uhslc.csv,152.38,-24.767,30.0,107,0.44000087014989,0.06872947831466263
0,burnie-005-australia-johnhunter.csv,145.91,-41.053,21.0,80,0.7718283754917064,0.06938190790568032
0,burnie-344a-australia-uhslc.csv,145.91,-41.5,21.0,77,0.8099948117026209,0.06216896708121108
0,cabo_san_lucas-034a-mexico-uhslc.csv,-109.91,22.88,23.0,116,0.40590645032225725,0.039468297300169174
0,cadiz-cadi-spain-ieo.csv,-6.2833,36.533,35.0,149,0.6660240622465788,0.06698199945530761
0,cagliari-cagliari-italy-idromare.csv,9.1143,39.21,24.0,127,0.7175971536517252,0.05338334219237708
0,cairns-007-australia-johnhunter.csv,145.78,-16.925,21.0,92,0.6441016521700529,0.054273613433024157
0,calais-france-refmar.csv,1.8677,50.969,33.0,80,0.7228796635841743,0.14464401134780241
0,"caldera,chile-001-glossdm-bodc.csv",-70.833,-27.067,20.0,146,0.3324933312730611,0.042745116656998164
0,callao_b-093b-peru-uhslc.csv,-77.15,-12.05,35.0,219,0.2051496664316645,0.05252150721475134
0,cambridgeii-usa-noaa.csv,-76.068,38.573,36.0,133,0.7575030048626366,0.09551687222683251
0,"campbellriver,bc-08074-canada-meds.csv",-125.25,50.042,37.0,196,0.6752284146341776,0.0996061578865987
0,cananeia-281a-brazil-uhslc.csv,-47.925,-25.017,27.0,180,0.7617824396038703,0.1266673003224947
0,"capehatteras,u.s.a.-001-glossdm-bodc.csv",-75.635,35.223,8.0,89,0.6069934412915461,0.11162904943397593
0,capemay-usa-noaa.csv,-74.96,38.968,35.0,126,0.7951335748425228,0.09597754012258419
0,cape_ferguson-343a-australia-uhslc.csv,147.06,-19.277,22.0,87,0.7232896728339816,0.059934923825921325
0,"cape_may,nj-746a-usa-uhslc.csv",-74.96,38.968,35.0,123,0.7934671307457342,0.09600259414227649
0,cape_town-704a-south_africa-uhslc.csv,18.433,-33.9,32.0,90,0.7724475541643802,0.06197878192740136
0,carloforte-carloforte-italy-idromare.csv,8.3095,39.148,12.0,129,0.7557984474202003,0.04937184605135967
0,carnarvon-008-australia-johnhunter.csv,113.66,-24.884,27.0,72,0.7370311984894797,0.06417905131681129
0,cartagena_b-265b-colombia-uhslc.csv,-75.533,10.383,36.0,284,0.22323438192955214,0.04567555156097048
0,cascais-209a-portugal-uhslc.csv,-9.4167,38.692,28.0,88,0.735863330513532,0.0532837868500962
0,casey-130a-australia-uhslc.csv,110.53,-66.283,11.0,59,0.7606712416013229,0.06840305037299456
0,castletownsend-835a-ireland-uhslc.csv,-9.1833,51.533,4.0,59,0.7587771541083989,0.08370935285823089
0,catalina_b-313b-usa-uhslc.csv,-118.48,33.45,7.0,112,0.4180895747806074,0.06508286266296047
0,catania-catania-italy-idromare.csv,15.094,37.49800000000001,32.0,111,0.4015801407879914,0.06625523817135096
0,cayenne-227a-france-uhslc.csv,-52.283,4.85,1.0,63,0.5119305738379986,0.034760791349967006
0,cebu-379a-philippines-uhslc.csv,123.92,10.3,15.0,106,0.28153262832385434,0.04143228833780136
0,cedarkeyii-usa-noaa.csv,-83.03200000000002,29.135,19.0,155,0.7798721395032596,0.10002214241346663
0,cedros_island-305a-mexico-uhslc.csv,-115.18,28.1,10.0,90,0.31236705303605933,0.051294191518013975
0,celestun-861a-mexico-uhslc.csv,-90.403,20.858,1.0,58,0.5053479767126662,0.10987488477464445
0,cendering-320a-malaysia-uhslc.csv,103.18,5.2667,28.0,262,0.6550903996288182,0.06763623162074177
0,centuri-france-med-refmar.csv,9.3498,42.966,4.0,170,0.7272558187623513,0.0654302309882219
0,ceuta-ceta-spain-ieo.csv,-5.3167,35.9,35.0,177,0.7307885871418893,0.04650513467023222
0,chabahar-915a-iran-uhslc.csv,60.603,25.297,6.0,137,0.35465883795485026,0.04517710246395294
0,charchanga-138a-bangladesh-uhslc.csv,91.05,22.217,22.0,196,0.4650783438865001,0.1719666494070964
0,"charleston,or-575a-usa-uhslc.csv",-124.32,43.345,35.0,127,0.8031322989905799,0.06963856593458857
0,"charleston,sc-261a-usa-uhslc.csv",-79.925,32.782,35.0,134,0.7264536610152333,0.09207384503214347
0,"charlottetown,pei-01700-canada-meds.csv",-63.117,46.233,36.0,95,0.6296080756589252,0.12668746134969866
0,charlotte_amalie-255a-usa-uhslc.csv,-64.92,18.335,32.0,71,0.4036769992359299,0.02937847848070027
0,chatham-079a-new_zealand-uhslc.csv,-176.56,-43.947,10.0,55,0.8432543510668472,0.055774012512927074
0,cherbourg-france-refmar.csv,-1.6355,49.651,36.0,83,0.7851281122153891,0.08874293048823578
0,chesapeake_bbt-749a-usa-uhslc.csv,-76.113,36.967,35.0,130,0.7931907336542545,0.09703755999683683
0,chichijima-japan-jma.csv,142.18,27.1,36.0,89,0.5006995609999958,0.05954753902859409
0,chittagong-124a-bangladesh-uhslc.csv,91.825,22.247,4.0,172,0.4517863805453588,0.13662598393559405
0,choshigyoko-japan-jma.csv,140.87,35.75,34.0,173,0.7921820349566786,0.05118159682077443
0,"christiansted,vi-258a-usa-uhslc.csv",-64.705,17.75,7.0,63,0.28093799706690864,0.03147690184324709
0,christmas-170a-australia-uhslc.csv,105.67,-10.417,20.0,50,-0.14935673491291784,0.08352596438608384
0,"christmas-b,lineis.kiribati-001-glossdm-bodc.csv",-157.48,1.985,20.0,46,0.19733213250872472,0.04565641357609705
0,churchill-274a-canada-uhslc.csv,-94.183,58.767,34.0,80,0.6975530443251775,0.12249895604150363
0,chuuk-054a-fd._st._micronesia-uhslc.csv,151.85,7.45,13.0,77,0.26053079653181077,0.03788946681574312
0,cilicap_b-162b-indonesia-uhslc.csv,109.02,-7.7517,28.0,130,0.29354033230025744,0.09561441589207487
0,ciudad_del_carmen-779a-mexico-uhslc.csv,-91.833,18.533,1.0,84,0.49866965790333434,0.09970610162138842
0,civitavecchia-civitavecchia-italy-idromare.csv,11.79,42.094,11.0,192,0.7540892568021345,0.05292749997047891
0,"clearwater_bch,fl-773a-usa-uhslc.csv",-82.83200000000002,27.977,18.0,142,0.7487300589183317,0.07588387747474999
0,"cocoa_beach,_fl-754a-usa-uhslc.csv",-80.6,28.368,2.0,72,0.5895629421293743,0.08686880834490632
0,cocos-171a-australia-uhslc.csv,96.883,-12.117,28.0,51,0.20138249737299868,0.05882211263605909
0,colombo_c-115c-sri_lanka-uhslc.csv,79.85,6.9333,24.0,86,0.426007612047355,0.046005523060674264
0,concarneau-france-refmar.csv,-3.9072,47.874,15.0,82,0.7697711680005387,0.09051704372655665
0,cordemais-france-refmar.csv,-1.8898,47.277,29.0,89,0.6594648861419706,0.16453612891671382
0,"cordova_b,alaska-583b-usa-uhslc.csv",-145.75,60.558,35.0,149,0.8131112193709085,0.08633926130002369
0,"corpus_cristi,tx-770a-usa-uhslc.csv",-97.217,27.58,26.0,143,0.7017480840544603,0.0811421085160429
0,coruna-coru-spain-ieo.csv,-8.4,43.367,33.0,83,0.7593137476616734,0.07206113099266434
0,cox_s_bazaar-136a-bangladesh-uhslc.csv,91.833,21.45,25.0,201,0.40498562895725987,0.17724442990958655
0,"crescent_city,ca-556a-usa-uhslc.csv",-124.18,41.745,34.0,133,0.7783671337057791,0.07002382387607989
0,cristobal-266a-panama-uhslc.csv,-79.915,9.355,33.0,165,0.41305928501657163,0.03338652985344716
0,cromer-p183-uk-bodc.csv,1.3016,52.934,26.0,73,0.7026372900401091,0.16605513516921983
0,crotone-crotone-italy-idromare.csv,17.137,39.082,15.0,152,0.6779472073302445,0.05928503177036193
0,crozet_b-178b-france-uhslc.csv,51.87,-46.425,1.0,37,0.6258660455094015,0.05959253733972021
0,"culebra,_pr-219a-usa-uhslc.csv",-65.30199999999999,18.3,8.0,64,0.32460120257371805,0.029688494437971318
0,currimao-654a-philippines-uhslc.csv,120.49,17.988,2.0,56,0.5020322727578223,0.05760133754082023
0,cuxhaven-germany-bsh.csv,8.7167,53.867,37.0,75,0.8212878428465595,0.23419814215298357
0,dakar_e-223e-senegal-uhslc.csv,-17.43,14.667,17.0,77,0.3855744305217949,0.04984199435722634
0,dalian_a-630a-china-uhslc.csv,121.66,38.925,12.0,131,0.714900922396674,0.1065492458886752
0,dallmann_c-682c-unconfirmed-uhslc.csv,-58.683,-62.233,3.0,66,0.8146052319838631,0.0801478355668502
0,darwin-009-australia-johnhunter.csv,130.85,-12.467,27.0,100,0.3305577907733766,0.073253613267679
0,dar_es_salaam-102a-tanzania-uhslc.csv,39.288,-6.82,3.0,78,0.02172788428473088,0.08935772688616925
0,"dauphin_island,_al-763a-usa-uhslc.csv",-88.075,30.25,18.0,121,0.7780197315049601,0.07781641429630815
0,davao_b-372b-philippines-uhslc.csv,125.63,7.0833,30.0,139,0.17139791294291865,0.04021436649269051
0,"davis,australia-001-glossdm-bodc.csv",78.5,-68,6.0,60,0.7692228191713931,0.06119796118623466
0,davis-173a-australia-uhslc.csv,77.967,-68.45,17.0,61,0.770597685578841,0.06205866689603441
0,degerby-001-finland-fmi.csv,20.385,60.032,37.0,82,0.5483914775737199,0.11936449312056874
0,delfzijl-del-nl-rws.csv,6.9331,53.326,37.0,73,0.8130688162971842,0.21373192479675263
0,denhelder-hel-nl-rws.csv,4.7464,52.965,37.0,71,0.8248201333244836,0.15716983850266425
0,devonport-p002-uk-bodc.csv,-4.1852,50.368,24.0,79,0.7707618696915584,0.08301090932315305
0,"diegogarcia-d,uk-001-glossdm-bodc.csv",72.433,-7.2333,10.0,50,0.3322767202600456,0.04223439616152323
0,"diegoramirez,chile-001-glossdm-bodc.csv",-68.667,-56.558,1.0,49,0.6234346918805295,0.1355095869020109
0,diego_garcia_d-104d-united_kingdom-uhslc.csv,72.433,-7.2333,24.0,55,0.27998523176089507,0.04197626767152253
0,diego_ramirez-599a-chile-uhslc.csv,-68.715,-56.508,5.0,62,0.7514257501008448,0.10398663552771134
0,dieppe-france-refmar.csv,1.0845,49.929,36.0,84,0.7054409589991582,0.12776273177158054
0,djibouti-119a-djibouti-uhslc.csv,43.14,11.608,5.0,138,0.33989326604947845,0.03655479200697227
0,donges-france-refmar.csv,-2.0883,47.306,26.0,87,0.789490409522372,0.11189907407592307
0,dongfang-637a-china-uhslc.csv,108.62,19.1,20.0,103,0.6143620110984793,0.06687024133550483
0,dover-p012-uk-bodc.csv,1.3181,51.117,34.0,77,0.7433050574164776,0.1209285142843115
0,"duck_pier,nc-260a-usa-uhslc.csv",-75.74,36.183,35.0,123,0.7858545927412366,0.09325234365988966
0,dumont_d_urville-189a-france-uhslc.csv,140.01,-66.66199999999999,2.0,50,0.740466544735426,0.07018429599964832
0,dunkerque-france-refmar.csv,2.3667,51.048,36.0,70,0.7337241350119956,0.15256782437671262
0,durban-181a-south_africa-uhslc.csv,31.05,-29.867,31.0,217,0.4388445399348953,0.07811970727692477
0,"dutch_harbor_b,ak-041b-usa-uhslc.csv",-166.54,53.88,32.0,76,0.8007892343562277,0.07873647604999404
0,dzaoudi-155a-mayotte-uhslc.csv,45.257,-12.78,28.0,78,0.09559346698949027,0.07053367868903879
0,easter_c-022c-chile-uhslc.csv,-109.45,-27.15,35.0,62,0.5727345867396133,0.06395749053362834
0,"eastport,me-740a-usa-uhslc.csv",-66.985,44.903,35.0,94,0.703825994220691,0.08517742754418633
0,east_london-187a-south_africa-uhslc.csv,27.917,-33.017,27.0,119,0.7372765046096088,0.07267537765390977
0,el_hierro-elhierro-spain-pde.csv,-17.9,27.78,10.0,42,0.6751727162887748,0.03277806897973818
0,ensenada-317a-mexico-uhslc.csv,-116.63,31.85,10.0,111,0.46020910249475006,0.0504820694620199
0,esbjerg-130121-denmark-dmi.csv,8.4333,55.467,37.0,77,0.8293650913766994,0.21889025027716494
0,esmeraldas-098a-ecuador-uhslc.csv,-79.64699999999998,0.9917,24.0,277,0.19286545504265237,0.0612716132747631
0,esperance-010-australia-johnhunter.csv,121.89,-33.861,28.0,68,0.8275104788902455,0.07181585331224406
0,"esperanza,argentina-001-glossdm-bodc.csv",-56.995,-63.395,1.0,54,0.8116899161788944,0.07454218439501413
0,"esperanza,_pr-733a-usa-uhslc.csv",-65.47,18.093,8.0,64,0.26999319501353203,0.032817010793299566
0,"esperence,australia-001-glossdm-bodc.csv",121.9,-33.867,13.0,64,0.8281828135906022,0.07071460173385453
0,exuma_cays-256a-bahamas-uhslc.csv,-76.105,23.773000000000003,1.0,38,0.5216043550286529,0.04347119461814009
0,"fajardo_b,pr-783b-usa-uhslc.csv",-65.633,18.333,4.0,58,0.38507801567394445,0.03431169445884189
0,fanning_c-012c-rep._of_kiribati-uhslc.csv,-159.39,3.9067,12.0,41,0.26701139822239395,0.035059194698625604
0,faraday-700a-united_kingdom-uhslc.csv,-64.267,-65.25,26.0,103,0.7891734724028079,0.08139784995508455
0,felixstowe-p204-uk-bodc.csv,1.3484,51.957,30.0,73,0.7282495856180851,0.14915713782588697
0,fer._de_noronha_c-203c-brazil-uhslc.csv,-32.403,-3.8283,2.0,41,-0.38167588057110724,0.03816867829196782
0,fernandina_beach-240a-usa-uhslc.csv,-81.467,30.672,29.0,141,0.7560230479217305,0.10962946865207109
0,ferrol-ferrol-spain-pde.csv,-8.326,43.463,9.0,80,0.8004201578925152,0.06424351716059125
0,fishguard-p055-uk-bodc.csv,-4.9833,52.014,37.0,75,0.7981757180354606,0.09108346520157933
0,"flores,santa_cruz-210a-portugal-uhslc.csv",-31.168000000000006,39.378,36.0,61,0.7323083559017991,0.05699376358476869
0,formentera-formentera-spain-pde.csv,1.4189,38.735,5.0,119,0.7306321111650759,0.05271712232738884
0,forsmark-003-sweden-smhi.csv,18.211,60.409,37.0,93,0.5697746737661612,0.12750039036361166
0,fortaleza_c-283c-brazil-uhslc.csv,-38.467,-3.7167,17.0,62,0.2371372900010077,0.02493524435438234
0,fortdenison-011-australia-johnhunter.csv,151.23,-33.85,27.0,116,0.6949328028328752,0.05776414984941593
0,fortmyers-usa-noaa.csv,-81.87100000000002,26.648000000000003,18.0,133,0.7551941178543669,0.07187954967459889
0,fortpulaski-usa-noaa.csv,-80.902,32.033,36.0,144,0.7477263005255956,0.09989889603861955
0,fort_denison-333a-australia-uhslc.csv,151.23,-33.85,35.0,120,0.7057689698059124,0.05501123357829255
